,county,dem_votes,precinct,rep_votes,total,prop
722,COWETA,94,DRESDEN,453,547,0.828153564899
756,CRISP,81,Arabi,391,472,0.828389830508
2283,PUTNAM,408,107,1973,2381,0.828643427131
1778,HABERSHAM,69,Town of Mount Airy,334,403,0.828784119107
194,CAMDEN,69,Browntown,334,403,0.828784119107
358,CHATTOOGA,93,ALPINE,451,544,0.829044117647
2272,POLK,162,BLOOMING GROVE,790,952,0.829831932773
1980,LAMAR,146,CHAPPELL MILL V. FD,713,859,0.830034924331
2577,WALTON,221,W Monroe,1081,1302,0.830261136713
1095,EMANUEL,53,Garfield,260,313,0.830670926518
76,BARTOW,372,CENTER,1825,2197,0.830678197542
1154,FLOYD,120,CHULIO,591,711,0.831223628692
2484,THOMAS,120,Ochlocknee,591,711,0.831223628692
1564,GLASCOCK,53,Mitchell,262,315,0.831746031746
1939,JACKSON,459,Porter,2271,2730,0.831868131868
2420,SPALDING,219,ROBERTS,1084,1303,0.831926323868
1557,GILMER,154,ELLIJAY NORTH,763,917,0.832061068702
1101,FANNIN,107,FAIRPLAY,532,639,0.83255086072
2204,NEWTON,267,Hub,1331,1598,0.832916145181
2084,MCDUFFIE,141,Marshall Church,703,844,0.832938388626
2475,THOMAS,126,Ellabelle,629,755,0.833112582781
1595,GORDON,256,RED BUD,1278,1534,0.833116036506
325,CHATHAM,220,7-08 Bloomingdale Com Ctr,1102,1322,0.833585476551
2536,UNION,252,Blairsville,1263,1515,0.833663366337
71,BARTOW,565,ADAIRSVILLE,2834,3399,0.8337746396
1841,HARRIS,119,PINE MOUNTAIN VALLEY,599,718,0.83426183844
720,COWETA,253,MORELAND,1274,1527,0.834315651604
2129,MONROE,139,MIDDLEBROOKS,706,845,0.83550295858
2150,MURRAY,542,TOWN,2753,3295,0.835508345979
1840,HARRIS,317,MULBERRY GROVE,1615,1932,0.835921325052
2622,WHITE,231,Blue Creek,1177,1408,0.8359375
1798,HALL,361,17-Chestatee,1846,2207,0.836429542365
2281,PUTNAM,373,105,1912,2285,0.836761487965
2485,THOMAS,44,Patten,226,270,0.837037037037
1103,FANNIN,122,HEMPTOWN,628,750,0.837333333333
226,CARROLL,146,ROOPVILLE (713),752,898,0.837416481069
2452,TATTNALL,233,East Glennville,1201,1434,0.837517433752
2127,MONROE,153,HIGH FALLS,790,943,0.837751855779
1102,FANNIN,287,FLINTHILL,1482,1769,0.837761447145
1063,EFFINGHAM,249,2A,1288,1537,0.837996096291
92,BERRIEN,561,Nashville,2904,3465,0.838095238095
2147,MURRAY,257,SHUCK PEN,1333,1590,0.838364779874
352,CHATTOOGA,306,TRION,1588,1894,0.838437170011
731,COWETA,234,RAYMOND,1218,1452,0.838842975207
2149,MURRAY,326,SPRING PLACE,1700,2026,0.839091806515
1110,FANNIN,222,SUGAR CREEK,1161,1383,0.839479392625
1974,JONES,147,DAVIDSON,770,917,0.839694656489
2642,WHITFIELD,222,NI,1163,1385,0.839711191336
1052,EARLY,28,Freeman,147,175,0.84
2508,TOWNS,4,Tate City,21,25,0.84
658,COLQUITT,82,Robinson,431,513,0.840155945419
91,BERRIEN,159,Ray City,837,996,0.840361445783
1187,FORSYTH,774,15 Heardsville-9,4075,4849,0.840379459682
2541,UNION,189,Ivy Log,997,1186,0.840640809444
240,CATOOSA,258,CHAMBERS,1362,1620,0.840740740741
395,CHEROKEE,502,UNIVETER,2654,3156,0.840937896071
1931,JACKSON,190,Harrisburg,1006,1196,0.841137123746
1797,HALL,514,16-Bark Camp,2724,3238,0.84126003706
1556,GILMER,151,EAST ELLIJAY,802,953,0.841552990556
1823,HARALSON,558,BREMEN,2968,3526,0.841747022121
2539,UNION,191,Jones Creek,1020,1211,0.842279108175
1151,FLOYD,122,ARMUCHEE,654,776,0.842783505155
1181,FORSYTH,588,06 Crossroads,3157,3745,0.842990654206
216,CARROLL,164,TYUS (1533),881,1045,0.843062200957
728,COWETA,217,HARALSON,1166,1383,0.84309472162
2579,WALTON,115,Mountain,618,733,0.843110504775
2554,WALKER,124,ARMUCHEE VALLEY,667,791,0.843236409608
1597,GRADY,77,Blowing Cave,415,492,0.843495934959
1833,HARALSON,258,TALLAPOOSA,1394,1652,0.84382566586
2259,PIERCE,115,Patterson,622,737,0.843962008141
1554,GILMER,136,BOARDTOWN,737,873,0.84421534937
2626,WHITE,384,Mt. Yonah,2082,2466,0.844282238443
1555,GILMER,106,MOUNTAINTOWN,575,681,0.844346549192
375,CHEROKEE,525,FREEHOME,2850,3375,0.844444444444
2509,TOWNS,346,Macedonia,1880,2226,0.844564240791
69,BARROW,295,15 County Line Elementary School,1604,1899,0.844655081622
1058,EFFINGHAM,149,1A,811,960,0.844791666667
2003,LAURENS,87,Reedy Springs,475,562,0.845195729537
1843,HARRIS,150,UPPER 19TH,823,973,0.845837615622
1193,FORSYTH,859,27 Concord,4726,5585,0.846195165622
244,CATOOSA,384,POPLAR SPRINGS,2120,2504,0.846645367412
2645,WHITFIELD,64,TI,354,418,0.846889952153
1552,GILMER,223,LEACHES,1235,1458,0.847050754458
1831,HARALSON,151,SEVENTH,837,988,0.847165991903
2634,WHITFIELD,142,CA,788,930,0.847311827957
2274,POLK,240,FISH CREEK,1334,1574,0.847522236341
212,CARROLL,161,MT ZION (1240),897,1058,0.847826086957
2682,WORTH,64,County Line,358,422,0.848341232227
1856,HEARD,84,ENON GROVE,471,555,0.848648648649
247,CATOOSA,270,WOODSTATION,1519,1789,0.849077697037
80,BARTOW,222,KINGSTON,1251,1473,0.849287169043
2520,TROUP,346,ROSEMONT,1951,2297,0.849368741837
1104,FANNIN,108,HOTHOUSE,611,719,0.849791376912
2630,WHITE,97,Tesnatee,549,646,0.849845201238
1775,HABERSHAM,819,Habersham North,4639,5458,0.849945034811
1059,EFFINGHAM,144,1B-1,816,960,0.85
347,CHATTOOGA,48,PENNVILLE,272,320,0.85
979,DODGE,31,McCranie,176,207,0.850241545894
655,COLQUITT,131,Monk,745,876,0.850456621005
2271,POLK,262,ARAGON,1493,1755,0.850712250712
2610,WAYNE,84,Red Hill,480,564,0.851063829787
1924,JACKSON,636,North Jefferson,3638,4274,0.851193261582
1609,GRADY,215,Woodland,1242,1457,0.852436513384
2246,PICKENS,158,HILL,913,1071,0.852474323063
1852,HART,132,Shoal Creek,764,896,0.852678571429
652,COLQUITT,139,Hopewell,805,944,0.852754237288
2559,WALKER,577,CHICKAMAUGA,3345,3922,0.85288118307
371,CHEROKEE,317,CLAYTON,1841,2158,0.853104726599
2244,PICKENS,167,APPALACHIAN,970,1137,0.853122251539
2681,WORTH,110,Bridgeboro,639,749,0.853137516689
1590,GORDON,95,OAKMAN,552,647,0.853168469861
2052,LOWNDES,344,Dasher,2000,2344,0.853242320819
239,CATOOSA,214,CATOOSA KEITH,1245,1459,0.853324194654
2293,RANDOLPH,12,Fountain Bridge-4th,70,82,0.853658536585
2456,TAYLOR,203,#5 COURTHOUSE,1186,1389,0.853851691865
2538,UNION,122,Choestoe,713,835,0.853892215569
2587,WARE,89,304,522,611,0.854337152209
2034,LINCOLN,56,Bethany Church,329,385,0.854545454545
1098,EMANUEL,68,Adrian,401,469,0.855010660981
2063,MADISON,257,Danielsville,1516,1773,0.855047941342
2537,UNION,210,Coosa,1239,1449,0.855072463768
1963,JENKINS,91,Senior Citizens Bld,537,628,0.855095541401
1197,FRANKLIN,216,NorthEast Franklin,1276,1492,0.855227882038
1156,FLOYD,40,EVERETT SPRINGS,237,277,0.85559566787
1178,FORSYTH,464,03 Browns Bridge-9,2750,3214,0.855631611699
2067,MADISON,137,Ila,812,949,0.855637513172
1987,LANIER,56,Stockton,332,388,0.855670103093
350,CHATTOOGA,15,HAYWOOD,89,104,0.855769230769
1935,JACKSON,128,Hoschton,760,888,0.855855855856
2563,WALTON,103,Whatley,612,715,0.855944055944
163,BULLOCH,42,Sinkhole,250,292,0.856164383562
1789,HALL,327,08-Morgan I,1948,2275,0.856263736264
1596,GORDON,112,RESACA,668,780,0.85641025641
2660,WILCOX,99,Rochelle South 4,591,690,0.85652173913
237,CATOOSA,143,BLACKSTOCK,854,997,0.856569709127
1996,LAURENS,68,Cadwell,407,475,0.856842105263
2234,PAULDING,390,CARL SCOGGINS MID SC,2342,2732,0.857247437775
1593,GORDON,141,LILY POND,847,988,0.857287449393
2553,WALKER,522,ROCK SPRING,3137,3659,0.857338070511
721,COWETA,172,PINE ROAD,1040,1212,0.858085808581
218,CARROLL,191,HULETT (1542),1156,1347,0.858203414996
2545,UNION,179,Gumlog,1084,1263,0.858273950911
2040,LONG,63,Tibet,382,445,0.858426966292
2092,MERIWETHER,43,CHALYBEATE,262,305,0.859016393443
1602,GRADY,27,Limesink,165,192,0.859375
2409,SPALDING,151,CABIN,926,1077,0.859795728877
1921,IRWIN,56,Mystic,344,400,0.86
1884,HENRY,210,UNITY GROVE - 10,1291,1501,0.860093271153
2562,WALTON,410,Bold Springs,2521,2931,0.860116001365
1106,FANNIN,93,MOBILE,573,666,0.86036036036
2295,RANDOLPH,12,4th District,74,86,0.860465116279
2282,PUTNAM,105,106,649,754,0.86074270557
2574,WALTON,361,Broken Arrow,2234,2595,0.860886319846
2564,WALTON,312,Walker Park,1931,2243,0.860900579581
361,CHEROKEE,268,AVERY,1661,1929,0.861067910835
2254,PICKENS,68,TATE - 09,423,491,0.86150712831
1060,EFFINGHAM,81,1B-12,504,585,0.861538461538
2013,LEE,110,SDA Church,687,797,0.861982434128
2491,TIFT,208,Brighton,1301,1509,0.862160371107
1932,JACKSON,80,Cunningham,501,581,0.86230636833
2389,SCREVEN,75,Bay Branch,470,545,0.862385321101
14,ATKINSON,135,Pearson County,846,981,0.862385321101
2573,WALTON,374,West Walton,2350,2724,0.862701908957
2275,POLK,248,LAKE CREEK,1564,1812,0.863134657837
1189,FORSYTH,175,16 Otwell-9,1108,1283,0.863600935308
716,COOK,105,New Life Bapt. Church,665,770,0.863636363636
752,CRAWFORD,128,3 - COUNTY,811,939,0.863684771033
2493,TIFT,128,Chula,813,941,0.863974495218
1777,HABERSHAM,375,Demorest,2383,2758,0.864031907179
2250,PICKENS,118,NELSON,750,868,0.864055299539
1854,HEARD,140,CENTRALHATCHEE,891,1031,0.864209505335
1073,EFFINGHAM,190,4C,1212,1402,0.864479315264
1179,FORSYTH,540,04 Chestatee,3445,3985,0.864491844417
2148,MURRAY,214,SOUTHWEST,1368,1582,0.864728192162
391,CHEROKEE,204,SUTALLEE,1305,1509,0.864811133201
766,DADE,210,TRENTON,1345,1555,0.864951768489
1950,JEFF DAVIS,113,Ocmulgee 1,724,837,0.864994026284
2119,MONROE,92,BRANTLEYS,590,682,0.865102639296
2146,MURRAY,175,MCDONALD,1123,1298,0.865177195686
1780,HABERSHAM,322,Mud Creek,2073,2395,0.865553235908
653,COLQUITT,75,Lee,483,558,0.865591397849
1105,FANNIN,143,MINERAL BLUFF,921,1064,0.865601503759
1057,ECHOLS,156,Statenville,1006,1162,0.865748709122
2582,WALTON,149,Good Hope,962,1111,0.865886588659
2435,SUMTER,35,Concord,226,261,0.865900383142
1158,FLOYD,76,FOSTER'S MILL,491,567,0.865961199295
43,BANKS,67,Baldwin,433,500,0.866
2151,MURRAY,151,CARTERS-DOOLITTLE,979,1130,0.866371681416
1172,FLOYD,262,WATTERS,1699,1961,0.866394696583
1936,JACKSON,96,Talmo,623,719,0.866481223922
84,BARTOW,204,WHITE,1326,1530,0.866666666667
2143,MORGAN,63,Clacks Chapel,412,475,0.867368421053
2071,MADISON,87,Poca,569,656,0.86737804878
770,DAWSON,607,East,3974,4581,0.867496179873
377,CHEROKEE,280,HIGHTOWER,1836,2116,0.867674858223
1999,LAURENS,148,Hampton Mill,975,1123,0.86821015138
349,CHATTOOGA,16,DIRTSELLER,106,122,0.868852459016
2530,TURNER,39,Rebecca,259,298,0.869127516779
2454,TATTNALL,84,District V,558,642,0.869158878505
1586,GORDON,131,PLAINVILLE,871,1002,0.869261477046
2068,MADISON,126,Mill,838,964,0.869294605809
1152,FLOYD,176,BARKERS,1172,1348,0.86943620178
649,COLQUITT,86,Funston,573,659,0.869499241275
1966,JOHNSON,64,Smith,427,491,0.869653767821
137,BROOKS,58,Nankin,387,445,0.869662921348
93,BERRIEN,77,Enigma,515,592,0.869932432432
225,CARROLL,150,WHITESBURG (682),1005,1155,0.87012987013
1959,JEFFERSON,31,Avera,208,239,0.870292887029
1568,GLYNN,194,Glyndale School,1302,1496,0.870320855615
671,COLUMBIA,160,Bessie Thomas Center,1074,1234,0.870340356564
771,DECATUR,56,Mt Pleasant,378,434,0.870967741935
1587,GORDON,388,SONORAVILLE,2622,3010,0.871096345515
1196,FRANKLIN,120,West Franklin,812,932,0.871244635193
1551,GILMER,82,TOWN CREEK,555,637,0.871271585557
1824,HARALSON,169,BUCHANAN,1153,1322,0.872163388805
2292,RANDOLPH,30,Carnegie,205,235,0.872340425532
1930,JACKSON,187,Newtown,1287,1474,0.873134328358
156,BULLOCH,68,Leefield,471,539,0.873840445269
362,CHEROKEE,280,BALL GROUND,1940,2220,0.873873873874
2575,WALTON,262,Bay Creek,1816,2078,0.873917228104
2659,WILCOX,69,Pitts 3,479,548,0.874087591241
1549,GILMER,124,CARTECAY,861,985,0.874111675127
1550,GILMER,113,TAILS CREEK,785,898,0.87416481069
2061,MADISON,46,Collins,321,367,0.874659400545
1861,HENRY,263,TUSSAHAW,1838,2101,0.874821513565
2567,WALTON,191,Walnut Grove,1337,1528,0.875
1934,JACKSON,66,Wilson,466,532,0.875939849624
1199,FRANKLIN,86,Canon,608,694,0.876080691643
2623,WHITE,60,Blue Ridge,425,485,0.876288659794
717,COOK,99,Riverbend,703,802,0.876558603491
1834,HARALSON,74,WACO,526,600,0.876666666667
2581,WALTON,89,Blasingame,634,723,0.876901798064
1929,JACKSON,484,Randolph,3454,3938,0.877094972067
53,BANKS,48,Washington,343,391,0.877237851662
2641,WHITFIELD,118,MC,845,963,0.877466251298
2589,WARE,30,404,215,245,0.877551020408
252,CHARLTON,59,Homeland,423,482,0.877593360996
2688,WORTH,47,Shingler,337,384,0.877604166667
754,CRAWFORD,126,4,905,1031,0.877788554801
211,CARROLL,107,LOWELL (1163),769,876,0.877853881279
48,BANKS,57,Golden Hill,410,467,0.877944325482
2072,MARION,69,Pineknot,499,568,0.878521126761
210,CARROLL,128,CENTER POINT (1152),926,1054,0.878557874763
661,COLQUITT,68,Warrior,493,561,0.878787878788
2529,TURNER,126,Sycamore,916,1042,0.879078694818
2646,WHITFIELD,104,TR,759,863,0.879490150637
2268,PIKE,87,Lifsey Springs,635,722,0.879501385042
1794,HALL,219,13-Lula,1601,1820,0.87967032967
130,BRANTLEY,274,Nahunta,2018,2292,0.880453752182
2629,WHITE,153,Shoal Creek,1127,1280,0.88046875
1942,JASPER,248,MARTIN & BURNEY,1836,2084,0.880998080614
2413,SPALDING,170,COUNTY LINE,1260,1430,0.881118881119
1857,HEARD,85,EPHESUS,631,716,0.881284916201
0,APPLING,92,1B,684,776,0.881443298969
2245,PICKENS,169,REFUGE,1259,1428,0.881652661064
185,BUTTS,144,WORTHVILLE,1075,1219,0.881870385562
987,DODGE,17,Yonker,127,144,0.881944444444
2647,WHITFIELD,67,UT,501,568,0.882042253521
161,BULLOCH,98,Bay,734,832,0.882211538462
2588,WARE,248,400,1861,2109,0.882408724514
2492,TIFT,104,Brookfield,781,885,0.882485875706
10,APPLING,83,4D,624,707,0.882602545969
2400,SEMINOLE,83,Precinct 5,624,707,0.882602545969
386,CHEROKEE,227,R M MOORE,1708,1935,0.882687338501
659,COLQUITT,17,Thigpen,128,145,0.88275862069
1113,FAYETTE,194,BROOKS,1468,1662,0.883273164862
1170,FLOYD,61,TEXAS VALLEY,462,523,0.883365200765
2069,MADISON,19,Paoli,145,164,0.884146341463
2115,MITCHELL,14,Pebble City,107,121,0.884297520661
2462,TELFAIR,62,Milan,474,536,0.884328358209
50,BANKS,48,Hollingsworth,368,416,0.884615384615
2195,NEWTON,114,Mansfield,877,991,0.884964682139
1588,GORDON,63,PINE CHAPEL,487,550,0.885454545455
764,DADE,45,NEW HOME,348,393,0.885496183206
977,DODGE,33,Jones,256,289,0.885813148789
1855,HEARD,33,COOKSVILLE - CORINTH,256,289,0.885813148789
2631,WHITE,99,Town Creek,768,867,0.885813148789
2269,PIKE,118,Williamson,917,1035,0.885990338164
983,DODGE,33,Plainfield,257,290,0.886206896552
11,APPLING,68,5A,530,598,0.886287625418
2277,POLK,128,YOUNGS GROVE,1001,1129,0.886625332152
650,COLQUITT,51,Hamilton,399,450,0.886666666667
2503,TOOMBS,92,39 New Branch,720,812,0.886699507389
47,BANKS,103,Davids,820,923,0.888407367281
1807,HALL,77,26-Gillsville,614,691,0.888567293777
354,CHATTOOGA,40,TELOGA,320,360,0.888888888889
131,BRANTLEY,210,Waynesville,1682,1892,0.889006342495
2640,WHITFIELD,76,LT,610,686,0.889212827988
2248,PICKENS,67,JERUSALEM,538,605,0.889256198347
2152,MURRAY,134,NORTH,1084,1218,0.889983579639
2075,MARION,33,Brantley,268,301,0.890365448505
763,DADE,119,DAVIS,967,1086,0.890423572744
2133,MONTGOMERY,36,Alston,293,329,0.890577507599
2495,TIFT,79,Eldorado,643,722,0.890581717452
1607,GRADY,41,Spring Hill,335,376,0.890957446809
663,COLUMBIA,125,Kiokee Baptist Church-12,1022,1147,0.89102005231
1157,FLOYD,119,FLOYD SPRINGS,974,1093,0.891125343092
2511,TREUTLEN,146,Annex,1198,1344,0.891369047619
1944,JEFF DAVIS,50,Altamaha 1,412,462,0.891774891775
1062,EFFINGHAM,122,1D,1006,1128,0.891843971631
82,BARTOW,131,PINE LOG,1082,1213,0.892003297609
2256,PIERCE,188,Blackshear,1556,1744,0.892201834862
1558,GILMER,78,YUKON,646,724,0.89226519337
2267,PIKE,178,Second District,1481,1659,0.892706449668
2625,WHITE,182,Mossy Creek,1517,1699,0.892878163626
2415,SPALDING,44,BLALOCK,368,412,0.893203883495
1829,HARALSON,46,LITTLE CREEK,386,432,0.893518518519
1808,HALL,257,27-Big Hickory,2157,2414,0.893537696769
755,CRAWFORD,110,5,926,1036,0.893822393822
488,CLINCH,7,Arabia,59,66,0.893939393939
1195,FRANKLIN,144,Carnesville,1216,1360,0.894117647059
680,COLUMBIA,68,Damascus Baptist Church,576,644,0.894409937888
2265,PIKE,90,Meansville,765,855,0.894736842105
253,CHARLTON,48,Folkston Fire,411,459,0.895424836601
2683,WORTH,94,Isabella,806,900,0.895555555556
2606,WAYNE,110,Oglethorpe,945,1055,0.895734597156
1918,IRWIN,27,Roberts,232,259,0.895752895753
2247,PICKENS,47,HINTON,404,451,0.89578713969
2078,MCDUFFIE,101,Augusta Tech,871,972,0.896090534979
2494,TIFT,76,Docia,658,734,0.896457765668
1084,ELBERT,36,Gaines,312,348,0.896551724138
2552,WALKER,124,CENTER POST,1083,1207,0.897265948633
389,CHEROKEE,43,SALACOA,376,419,0.897374701671
2105,MERIWETHER,16,COVE,140,156,0.897435897436
42,BANKS,84,Anderson,736,820,0.89756097561
1585,GORDON,84,SUGAR VALLEY,737,821,0.897685749086
1825,HARALSON,52,BUNCOMBE,459,511,0.898238747554
2253,PICKENS,105,TATE - 14,935,1040,0.899038461538
2673,WILKINSON,55,Ivey,490,545,0.899082568807
1562,GLASCOCK,46,Gibson,410,456,0.899122807018
2612,WAYNE,42,Gardi,376,418,0.8995215311
656,COLQUITT,62,Murphy,558,620,0.9
2251,PICKENS,103,TALKING ROCK,933,1036,0.900579150579
646,COLQUITT,76,Bridgecreek,689,765,0.900653594771
654,COLQUITT,27,Millcreek,245,272,0.900735294118
1161,FLOYD,89,HOWELL,810,899,0.901001112347
2009,LEE,42,CJC,387,429,0.902097902098
1933,JACKSON,114,Miller,1055,1169,0.90248075278
1594,GORDON,104,FAIRMOUNT,966,1070,0.902803738318
51,BANKS,80,Homer,744,824,0.902912621359
83,BARTOW,159,TAYLORSVILLE,1479,1638,0.90293040293
2135,MONTGOMERY,33,Kibbee,307,340,0.902941176471
2065,MADISON,35,Harrison,326,361,0.903047091413
2618,WAYNE,9,East Jesup,84,93,0.903225806452
372,CHEROKEE,45,CONNS CREEK,424,469,0.904051172708
759,CRISP,78,Jamestown,735,813,0.90405904059
757,CRISP,61,Coney,576,637,0.904238618524
1201,FRANKLIN,132,SouthWest Franklin,1258,1390,0.905035971223
2113,MITCHELL,11,Hisonton,105,116,0.905172413793
1796,HALL,160,15-Quillians,1528,1688,0.905213270142
662,COLUMBIA,52,Kiokee Baptist Church-10,502,554,0.906137184116
2690,WORTH,26,Doles,252,278,0.906474820144
1827,HARALSON,40,TWENTIETH,389,429,0.90675990676
2565,WALTON,77,Gratis,757,834,0.907673860911
357,CHATTOOGA,30,SUBLIGNA,295,325,0.907692307692
769,DAWSON,474,Central,4674,5148,0.907925407925
975,DODGE,23,Empire,229,252,0.90873015873
2504,TOOMBS,71,43 Cedar Crossing,716,787,0.909783989835
2604,WAYNE,72,Odum,731,803,0.910336239103
183,BUTTS,163,STARK,1657,1820,0.91043956044
1949,JEFF DAVIS,38,Whitehead 2,387,425,0.910588235294
1606,GRADY,40,Spence,410,450,0.911111111111
13,APPLING,24,5C,247,271,0.911439114391
2264,PIKE,97,Hollonville,1001,1098,0.911657559199
491,CLINCH,15,Fargo,156,171,0.912280701754
2260,PIERCE,26,Mershon,273,299,0.913043478261
1826,HARALSON,78,CORINTH,821,899,0.913236929922
2258,PIERCE,71,Otter Creek,754,825,0.913939393939
52,BANKS,79,Poplar Springs,839,918,0.91394335512
46,BANKS,21,Columbia,224,245,0.914285714286
251,CHARLTON,42,American Legion,450,492,0.914634146341
973,DODGE,5,Clark,54,59,0.915254237288
1917,IRWIN,17,Minnie,184,201,0.915422885572
2261,PIERCE,47,Alabaha,511,558,0.915770609319
1795,HALL,166,14-Clermont,1818,1984,0.916330645161
2591,WARE,84,406,927,1011,0.916913946588
44,BANKS,17,Berlin,188,205,0.917073170732
2594,WARE,50,409,554,604,0.917218543046
2632,WHITE,83,White Creek,926,1009,0.917740336967
2580,WALTON,98,Jersey,1101,1199,0.918265221018
54,BANKS,30,Wilmonts,342,372,0.91935483871
651,COLQUITT,23,Hartsfield,265,288,0.920138888889
660,COLQUITT,22,Tyty,254,276,0.920289855072
79,BARTOW,60,FOLSOM,697,757,0.920739762219
1968,JOHNSON,48,Kite,559,607,0.920922570016
2111,MITCHELL,21,Cotton,245,266,0.921052631579
2257,PIERCE,77,St Johns/Blackshear,905,982,0.921588594705
1828,HARALSON,13,FELTON,153,166,0.921686746988
207,CARROLL,51,KANSAS (1006),601,652,0.921779141104
1,APPLING,42,1C,496,538,0.921933085502
2593,WARE,24,408,286,310,0.922580645161
19,BACON,58,New Lacy,696,754,0.923076923077
2680,WORTH,26,Minton,313,339,0.923303834808
642,COFFEE,45,West Green,548,593,0.924114671164
250,CHARLTON,32,St. George,392,424,0.924528301887
45,BANKS,29,Bushville,374,403,0.928039702233
15,ATKINSON,29,Axson,375,404,0.928217821782
2137,MONTGOMERY,16,Tarrytown,207,223,0.928251121076
90,BERRIEN,48,West Berrien,625,673,0.92867756315
21,BACON,25,Ware,328,353,0.929178470255
22,BACON,18,Warnock,241,259,0.930501930502
1916,IRWIN,37,Irwinville,499,536,0.930970149254
2609,WAYNE,46,Empire,623,669,0.931240657698
255,CHARLTON,14,Winokur,191,205,0.931707317073
129,BRANTLEY,135,Hoboken,1861,1996,0.932364729459
254,CHARLTON,12,Racepond,167,179,0.932960893855
1832,HARALSON,23,BEREA-STEADMAN,323,346,0.933526011561
1947,JEFF DAVIS,30,Blackburn 2,422,452,0.933628318584
1830,HARALSON,12,MT VIEW,170,182,0.934065934066
2249,PICKENS,24,LUDVILLE,343,367,0.934604904632
2590,WARE,25,405,358,383,0.934725848564
1563,GLASCOCK,33,Mill,473,506,0.934782608696
760,CRISP,34,Listonia,495,529,0.93572778828
49,BANKS,21,Grove River,309,330,0.936363636364
1561,GLASCOCK,6,Edgehill,90,96,0.9375
2001,LAURENS,34,Minter,516,550,0.938181818182
2679,WORTH,22,Scooterville,337,359,0.938718662953
356,CHATTOOGA,5,SEMINOLE,77,82,0.939024390244
249,CHARLTON,17,GA Bend,272,289,0.941176470588
2592,WARE,18,407,300,318,0.943396226415
1088,EMANUEL,21,Oak Park,351,372,0.943548387097
1185,FORSYTH,1,10 Midway-9,17,18,0.944444444444
2613,WAYNE,12,Mt. Pleasant,204,216,0.944444444444
2605,WAYNE,40,Madray Springs,681,721,0.94452149792
2669,WILKINSON,15,Bloodworth,256,271,0.944649446494
20,BACON,30,Taylor,520,550,0.945454545455
7,APPLING,14,4A,261,275,0.949090909091
4,APPLING,17,3A1,319,336,0.949404761905
1945,JEFF DAVIS,43,Altamaha 2,819,862,0.950116009281
1093,EMANUEL,22,Blundale,466,488,0.954918032787
9,APPLING,10,4C,284,294,0.965986394558
986,DODGE,4,Vilula,121,125,0.968
1922,IRWIN,8,Fletcher,246,254,0.968503937008
8,APPLING,7,4B,305,312,0.977564102564
2608,WAYNE,5,Ritch,219,224,0.977678571429
2262,PIERCE,4,Sunset/Sweat,189,193,0.979274611399
3,APPLING,4,3A,208,212,0.981132075472
